Card Name,Rating - Draftmancer,Rating - AF,Set,Source
Stabbington Brother - Without a Patch,4,B-,7,Frank Karsten
Kida - Creative Thinker,4,B-,7,Frank Karsten
Kuzco - Temporary Whale,4,B-,7,Frank Karsten
King Stefan - New Father,4,B-,7,Frank Karsten
Cheshire Cat - Perplexing Feline,4,B-,7,Frank Karsten
Tick‐Tock - Relentless Crocodile,4,B-,7,Frank Karsten
Tweedle Dee & Tweedle Dum - Strange Storytellers,4,B-,7,Frank Karsten
Edgar Balthazar - Ambitious Butler,4,B-,7,Frank Karsten
Calhoun - Courageous Rescuer,4,B-,7,Frank Karsten
Pongo - Dear Old Dad,4,B-,7,Frank Karsten
Tramp - Street‐Smart Dog,4,B-,7,Frank Karsten
Hiro Hamada - Armor Designer,4,B-,7,Frank Karsten
Donald Duck - Flustered Sorcerer,4,B-,7,Frank Karsten
John Silver - Vengeful Pirate,4,B-,7,Frank Karsten
Restoring the Heart,4,B-,7,Frank Karsten
Restoring the Crown,4,B-,7,Frank Karsten
Pain - Impudent Imp,3,C+,7,Frank Karsten
Toulouse - Artistic Kitten,3,C+,7,Frank Karsten
Toby - Dogged Companion,3,C+,7,Frank Karsten
Yzma - Transformed Kitten,3,C+,7,Frank Karsten
Tramp - Enterprising Dog,3,C+,7,Frank Karsten
Mickey Mouse - Inspirational Warrior,3,C+,7,Frank Karsten
Trusty - Loyal Bloodhound,3,C+,7,Frank Karsten
Penny - Bolt's Person,3,C+,7,Frank Karsten
Elsa - Trusted Sister,3,C+,7,Frank Karsten
Queen of Hearts - Losing Her Temper,3,C+,7,Frank Karsten
Cy‐Bug - Invasive Enemy,3,C+,7,Frank Karsten
The Phantom Blot - Shadowy Figure,3,C+,7,Frank Karsten
Mattias - Arendelle General,3,C+,7,Frank Karsten
Marie - Favored Kitten,3,C+,7,Frank Karsten
Denahi - Impatient Hunter,3,C+,7,Frank Karsten
Mirabel Madrigal - Hopeful Dreamer,3,C+,7,Frank Karsten
Calhoun - Battle-Tested,3,C+,7,Frank Karsten
Koda - Smallish Bear,3,C+,7,Frank Karsten
Peg - Natural Performer,3,C+,7,Frank Karsten
Raya - Guidance Seeker,3,C+,7,Frank Karsten
Pepper - Quick‐Thinking Puppy,3,C+,7,Frank Karsten
Treasure Guardian - Foreboding Sentry,3,C+,7,Frank Karsten
Kenai - Protective Brother,3,C+,7,Frank Karsten
King of Hearts - Picky Ruler,3,C+,7,Frank Karsten
Clarabelle - News Reporter,3,C+,7,Frank Karsten
Scrooge McDuck - Resourceful Miser,3,C+,7,Frank Karsten
Aladdin - Research Assistant,3,C+,7,Frank Karsten
Bolt - Dependable Friend,3,C+,7,Frank Karsten
Maid Marian - Badminton Ace,3,C+,7,Frank Karsten
Chernabog - Creature of the Night,3,C+,7,Frank Karsten
Baymax - Upgraded Robot,3,C+,7,Frank Karsten
"Fix‐It Felix, Jr. - Pint‐Sized Hero",3,C+,7,Frank Karsten
Stabbington Brother - With a Patch,3,C+,7,Frank Karsten
Tamatoa - Happy as a Clam,3,C+,7,Frank Karsten
Mirabel Madrigal - Musically Talented,3,C+,7,Frank Karsten
Elsa - Ice Maker,3,C+,7,Frank Karsten
So Much to Give,3,C+,7,Frank Karsten
Training Staff,3,C+,7,Frank Karsten
Sapphire Coil,3,C+,7,Frank Karsten
Ruby Coil,3,C+,7,Frank Karsten
Double Trouble,3,C+,7,Frank Karsten
Out of Order,2,C,7,Frank Karsten
Candlehead - Dedicated Racer,2,C,7,Frank Karsten
Freckles - Good Boy,2,C,7,Frank Karsten
Akela - Wolf Pack Elder,2,C,7,Frank Karsten
Duchess - Elegant Feline,2,C,7,Frank Karsten
Sir Kay - Unruly Knight,2,C,7,Frank Karsten
Helga Sinclair - Tough as Nails,2,C,7,Frank Karsten
Grandmother Fa - Spirited Elder,2,C,7,Frank Karsten
Milo Thatch - Undaunted Scholar,2,C,7,Frank Karsten
Yzma - Exasperated Schemer,2,C,7,Frank Karsten
Li Shang - Newly Promoted,2,C,7,Frank Karsten
Kashekim - Ancient Ruler,2,C,7,Frank Karsten
Fa Zhou - War Hero,2,C,7,Frank Karsten
Orville - Albatross Air,2,C,7,Frank Karsten
Berlioz - Mischievous Kitten,2,C,7,Frank Karsten
Pacha - Trekmate,2,C,7,Frank Karsten
Mufasa - Respected King,2,C,7,Frank Karsten
Tanana - Tribal Elder,2,C,7,Frank Karsten
Drizella - Spoiled Stepsister,2,C,7,Frank Karsten
Suzy - Master Seamstress,2,C,7,Frank Karsten
The Matchmaker - Unforgiving Expert,2,C,7,Frank Karsten
Jafar - Newly Crowned,2,C,7,Frank Karsten
Kronk - Laid Back,2,C,7,Frank Karsten
Queen of Hearts - Unpredictable Bully,2,C,7,Frank Karsten
Beast - Frustrated Designer,2,C,7,Frank Karsten
Pete - Pirate Scoundrel,1,C-,7,Frank Karsten
Monsieur D'Arque - Despicable Proprietor,1,C-,7,Frank Karsten
Roger Radcliffe - Dog Lover,1,C-,7,Frank Karsten
Penny the Orphan - Clever Child,1,C-,7,Frank Karsten
Grewnge - Cannon Expert,1,C-,7,Frank Karsten
Honeymaren - Northuldra Guide,1,C-,7,Frank Karsten
Honey Lemon - Chemistry Whiz,1,C-,7,Frank Karsten
Bolt - Headstrong Dog,1,C-,7,Frank Karsten
The Troubadour - Musical Narrator,1,C-,7,Frank Karsten
Archimedes - Exceptional Owl,1,C-,7,Frank Karsten
Cogsworth - Climbing Clock,1,C-,7,Frank Karsten
Hiro Hamada - Future Champion,1,C-,7,Frank Karsten
Belle - Apprentice Inventor,1,C-,7,Frank Karsten
Thomas O'Malley - Feline Charmer,1,C-,7,Frank Karsten
Aurora - Waking Beauty,1,C-,7,Frank Karsten
Moana - Adventurer of Land and Sea,1,C-,7,Frank Karsten
Cinderella - The Right One,1,C-,7,Frank Karsten
Pepa Madrigal - Sensitive Sister,1,C-,7,Frank Karsten
Madame Medusa - Diamond Lover,1,C-,7,Frank Karsten
Maurice - Unconventional Inventor,1,C-,7,Frank Karsten
Perdita - Playful Mother,1,C-,7,Frank Karsten
Ratigan - Nefarious Criminal,1,C-,7,Frank Karsten
Kakamora - Band of Pirates,1,C-,7,Frank Karsten
HeiHei - Expanded Consciousness,1,C-,7,Frank Karsten
Lady Tremaine - Bitterly Jealous,1,C-,7,Frank Karsten
Baloo - Ol' Iron Paws,1,C-,7,Frank Karsten
He's a Tramp,1,C-,7,Frank Karsten
This Is My Family,1,C-,7,Frank Karsten
Magical Maneuvers,1,C-,7,Frank Karsten
All Is Found,1,C-,7,Frank Karsten
Restoring Atlantis,1,C-,7,Frank Karsten
Amber Coil,1,C-,7,Frank Karsten
Amethyst Coil,1,C-,7,Frank Karsten
Dawson - Puzzling Sleuth,0,D,7,Frank Karsten
Dolores Madrigal - Within Earshot,0,D,7,Frank Karsten
Merlin - Clever Clairvoyant,0,D,7,Frank Karsten
Minnie Mouse - Storyteller,0,D,7,Frank Karsten
Donald Duck - Lively Pirate,0,D,7,Frank Karsten
The Prince - Vigilant Suitor,0,D,7,Frank Karsten
Razoul - Menacing Guard,0,D,7,Frank Karsten
Yokai - Intellectual Schemer,0,D,7,Frank Karsten
Mr. Smee - Efficient Captain,0,D,7,Frank Karsten
Lucky - Runt of the Litter,0,D,7,Frank Karsten
King Candy - Royal Racer,0,D,7,Frank Karsten
Gantu - Experienced Enforcer,0,D,7,Frank Karsten
Daisy Duck - Multitalented Pirate,0,D,7,Frank Karsten
Lyle Tiberius Rourke - Crystallized Mercenary,0,D,7,Frank Karsten
Belle - Mechanic Extraordinaire,0,D,7,Frank Karsten
Te Kā - Elemental Terror,0,D,7,Frank Karsten
"Wake Up, Alice!",0,D,7,Frank Karsten
We've Got Company!,0,D,7,Frank Karsten
The Return of Hercules,0,D,7,Frank Karsten
The Family Madrigal,0,D,7,Frank Karsten
Kanine Krunchies,0,D,7,Frank Karsten
Unconventional Tool,0,D,7,Frank Karsten
Emerald Coil,0,D,7,Frank Karsten
Spaghetti Dinner,0,D,7,Frank Karsten
Devil's Eye Diamond,0,D,7,Frank Karsten
Maurice's Machine,0,D,7,Frank Karsten
Baymax's Charging Station,0,D,7,Frank Karsten
Ink Geyser,0,F,7,Frank Karsten
Steel Coil,0,F,7,Frank Karsten
Lady - Elegant Spaniel,0,F,7,Frank Karsten
Tuk Tuk - Disarmingly Cute,0,F,7,Frank Karsten
The Glass Slipper,0,F,7,Frank Karsten
Show Me More!,0,F,7,Frank Karsten
Water Has Memory,0,F,7,Frank Karsten
