Card Name,Rating - Draftmancer,Rating - AF,Set,Source,Notes,,LowInkValue,RegularInkValue,,PowerBand Options,max Power Band
Baymax - Personal Healthcare Companion,1,C,6,Frank Karsten,,,1,1,,,
Chip - Friend Indeed,1,C,6,Frank Karsten,,,1,1,,,
Genie - Excited Shipbuilder,1,C,6,Frank Karsten,,,1,1,,,
Kanga - Nurturing Mother,1,C,6,Frank Karsten,,,1,1,,,
Magic Carpet - Amazing Flier,1,C,6,Frank Karsten,,,1,1,,,
Pete - Freebooter,1,C,6,Frank Karsten,,,1,1,,,
The White Rose - Jewel of the Garden,1,C,6,Frank Karsten,,,1,1,,,
Daisy Duck - Pirate Captain,1,C,6,Frank Karsten,,,1,1,,,
Gopher - Ship's Carpenter,1,C,6,Frank Karsten,,,1,1,,,
Hercules - Unwavering Demigod,1,C,6,Frank Karsten,,,1,1,,,
John Silver - Ferocious Friend,1,C,6,Frank Karsten,,,1,1,,,
March Hare - Absurd Host,1,C,6,Frank Karsten,,,1,1,,,
Kakamora - Boarding Party,1,C,6,Frank Karsten,,,1,1,,,
Hercules - Baby Demigod,1,C,6,Frank Karsten,,,1,1,,,
Tadashi Hamada - Baymax Inventor,1,C,6,Frank Karsten,,,1,1,,,
Kakamora - Pirate Chief,1,C,6,Frank Karsten,,,1,1,,,
Chip 'N' Dale - Recovery Rangers,1,C,6,Frank Karsten,,,1,1,,,
Lead the Way,1,C,6,Frank Karsten,,,1,1,,,
Lose the Way,1,C,6,Frank Karsten,,,1,1,,,
Making Magic,1,C,6,Frank Karsten,,,1,1,,,
Megabot,1,C,6,Frank Karsten,,,1,1,,,
Rescue Rangers Away!,1,C,6,Frank Karsten,,,1,1,,,
Skull Rock - Isolated Fortress,1,C,6,Frank Karsten,,,1,1,,,
Galactic Council Chamber - Courtroom,1,C,6,Frank Karsten,,,1,1,,,
Mad Hatter - Eccentric Host,1,C-,6,Frank Karsten,,,1,1,,,
Nick Wilde - Soggy Fox,1,C-,6,Frank Karsten,,,1,1,,,
Rabbit - Indignant Pirate,1,C-,6,Frank Karsten,,,1,1,,,
Kakamora - Pirate Pitcher,1,C-,6,Frank Karsten,,,1,1,,,
Aunt Cass - Biggest Fan,1,C-,6,Frank Karsten,,,1,1,,,
Grand Councilwoman - Federation Leader,1,C-,6,Frank Karsten,,,1,1,,,
Hiram Flaversham - Intrigued Inventor,1,C-,6,Frank Karsten,,,0,1,,,
Olivia Flaversham - The Toymaker's Daughter,1,C-,6,Frank Karsten,,,0,1,,,
John Darling - Sophisticated Swordsman,1,C-,6,Frank Karsten,,,1,1,,,
Jim Hawkins - Stubborn Cabin Boy,1,C-,6,Frank Karsten,,,1,1,,,
Oswald - The Lucky Rabbit,1,C-,6,Frank Karsten,,,0,1,,,
Simba - Happy-Go-Lucky,1,C-,6,Frank Karsten,,,1,1,,,
The Carpenter - Dinner Companion,1,C-,6,Frank Karsten,,,1,1,,,
Adorabeezle Winterpop - Ice Rocket Racer,1,C-,6,Frank Karsten,,,1,1,,,
Alistair Krei - Ambitious Entrepreneur,1,C-,6,Frank Karsten,,,1,1,,,
Billy Bones - Space Sailor,1,C-,6,Frank Karsten,,,1,1,,,
David - Impressive Surfer,1,C-,6,Frank Karsten,,,1,1,,,
Donald Duck - First Mate,1,C-,6,Frank Karsten,,,1,1,,,
Mickey Mouse - Courageous Sailor,1,C-,6,Frank Karsten,,,1,1,,,
Mickey Mouse - Night Watch,1,C-,6,Frank Karsten,,,1,1,,,
Nick Wilde - Sly Fox,1,C-,6,Frank Karsten,,,1,1,,,
Prince Phillip - Royal Explorer,1,C-,6,Frank Karsten,,,1,1,,,
Vanellope von Schweetz - Gutsy Go-Getter,1,C-,6,Frank Karsten,,,1,1,,,
Heathcliff - Stoic Butler,1,C-,6,Frank Karsten,,,1,1,,,
Monterey Jack - Good-Hearted Ranger,1,C-,6,Frank Karsten,,,1,1,,,
Mr. Big - Shrewd Tycoon,1,C-,6,Frank Karsten,,,0,1,,,
Peter Pan - Shadow Catcher,1,C-,6,Frank Karsten,,,0,1,,,
Stitch - Alien Buccaneer,1,C-,6,Frank Karsten,,,0,1,,,
Yokai - Enigmatic Inventor,1,C-,6,Frank Karsten,,,1,1,,,
Goofy - Expert Shipwright,1,C-,6,Frank Karsten,,,1,1,,,
Jafar - Power-Hungry Vizier,1,C-,6,Frank Karsten,,,0,1,,,
Moana - Kakamora Leader,1,C-,6,Frank Karsten,,,1,1,,,
Mosquito Bite,1,C-,6,Frank Karsten,,,1,1,,,
Prepare to Board!,1,C-,6,Frank Karsten,,,1,1,,,
You Came Back,1,C-,6,Frank Karsten,,,0,1,,,
We Could Be Immortals,1,C-,6,Frank Karsten,,,1,1,,,
Jumbo Pop,1,C-,6,Frank Karsten,,,0,1,,,
Fairy Ship - Royal Vessel,1,C-,6,Frank Karsten,,,1,1,,,
Institute of Technology - Prestigious University,1,C-,6,Frank Karsten,,,1,1,,,
Perilous Maze - Watery Labyrinth,1,C-,6,Frank Karsten,,,1,1,,,
Rescue Rangers Submarine - Mobile Headquarters,1,C-,6,Frank Karsten,,,1,1,,,
Kakamora - Long-Range Specialist,0,D,6,Frank Karsten,,,0,0,,,
Gadget Hackwrench - Creative Thinker,0,D,6,Frank Karsten,,,0,0,,,
Hiro Hamada - Robotics Prodigy,0,D,6,Frank Karsten,,,0,0,,,
Madam Mim - Truly Marvelous,0,D,6,Frank Karsten,,,0,0,,,
Minnie Mouse - Pirate Lookout,0,D,6,Frank Karsten,,,0,0,,,
Sisu - Uniting Dragon,0,D,6,Frank Karsten,,,0,0,,,
Rafiki - Ethereal Guide,0,D,6,Frank Karsten,,,0,0,,,
Bend to My Will,0,D,6,Frank Karsten,,,0,0,,,
I Won't Give In,0,D,6,Frank Karsten,,,0,0,,,
Seeking the Half Crown,0,D,6,Frank Karsten,,,0,0,,,
Thievery,0,D,6,Frank Karsten,,,0,0,,,
Baymax's Healthcare Chip,0,D,6,Frank Karsten,,,0,0,,,
Card Soldier's Spear,0,D,6,Frank Karsten,,,0,0,,,
Galactic Communicator,0,D,6,Frank Karsten,,,0,0,,,
Gold Coin,0,D,6,Frank Karsten,,,0,0,,,
King's Sensor Core,0,D,6,Frank Karsten,,,0,0,,,
Microbots,0,D,6,Frank Karsten,,,0,0,,,
Pooh Pirate Ship,0,D,6,Frank Karsten,,,0,0,,,
Training Dummy,0,D,6,Frank Karsten,,,0,0,,,
Hundred Acre Island - Pooh's Home,0,D,6,Frank Karsten,,,0,0,,,
Mystical Tree - Mama Odie's Home,0,D,6,Frank Karsten,,,0,0,,,
Treasure Mountain - Azurite Sea Island,0,D,6,Frank Karsten,,,0,0,,,
A Very Merry Unbirthday,0,F,6,Frank Karsten,,,0,0,,,
Good Job!,0,F,6,Frank Karsten,,,0,0,,,
Prepare Your Bot,0,F,6,Frank Karsten,,,0,0,,,
Safe and Sound,0,F,6,Frank Karsten,,,0,0,,,
The Islands I Pulled From The Sea,0,F,6,Frank Karsten,,,0,0,,,
Naveen's Ukulele,0,F,6,Frank Karsten,,,0,0,,,
Transport Pod,0,F,6,Frank Karsten,,,0,0,,,
Mad Hatter's Teapot,0,F,6,Frank Karsten,,,0,0,,,
Maleficent's Staff,0,F,6,Frank Karsten,,,0,0,,,
Sunglasses,0,F,6,Frank Karsten,,,0,0,,,
Flotilla - Coconut Armada,0,F,6,Frank Karsten,,,0,0,,,
Owl Island - Secluded Entrance,0,F,6,Frank Karsten,,,0,0,,,
Sugar Rush Speedway - Finish Line,0,F,6,Frank Karsten,,,0,0,,,
Iago - Giant Spectral Parrot,5,A,7,Frank Karsten,,,5,5,,,
Mushu - Majestic Dragon,5,A,7,Frank Karsten,,,5,5,,,
Lady - Miss Park Avenue,5,A,7,Frank Karsten,,,5,5,,,
Bagheera - Guardian Jaguar,5,A,7,Frank Karsten,,,5,5,,,
Rhino - Motivational Speaker,5,A,7,Frank Karsten,,,5,5,,,
Hades - Fast Talker,5,A,7,Frank Karsten,,,5,5,,,
Perla - Nimble Seamstress,4,B+,7,Frank Karsten,,,5,4,,,
Giant Cobra - Ghostly Serpent,4,B+,7,Frank Karsten,,,5,4,,,
Snow White - Fairest in the Land,4,B+,7,Frank Karsten,,,5,4,,,
Pascal - Garden Chameleon,4,B+,7,Frank Karsten,,,3,4,,,
Fidget - Sneaky Bat,4,B+,7,Frank Karsten,,,5,4,,,
Thunderbolt - Wonder Dog,4,B+,7,Frank Karsten,,,5,4,,,
Miss Bianca - Unwavering Agent,4,B+,7,Frank Karsten,,,5,4,,,
Madam Mim - Cheating Spellcaster,4,B+,7,Frank Karsten,,,5,4,,,
Pete - Space Pirate,4,B+,7,Frank Karsten,,,5,4,,,
Mad Hatter - Unruly Eccentric,4,B+,7,Frank Karsten,,,5,4,,,
Mufasa - Among the Stars,4,B+,7,Frank Karsten,,,5,4,,,
Wendy Darling - Pirate Queen,4,B+,7,Frank Karsten,,,5,4,,,
Mulan - Imperial General,4,B+,7,Frank Karsten,,,5,4,,,
Mulan - Disguised Soldier,3,B,7,Frank Karsten,,,4,3,,,
Rajah - Ghostly Tiger,3,B,7,Frank Karsten,,,4,3,,,
Kenai - Magical Bear,3,B,7,Frank Karsten,,,4,3,,,
Mariano Guzman - Handsome Suitor,3,B,7,Frank Karsten,,,4,3,,,
Bucky - Nutty Rascal,3,B,7,Frank Karsten,,,4,3,,,
Jafar - Aspiring Ruler,3,B,7,Frank Karsten,,,4,3,,,
Anastasia - Bossy Stepsister,3,B,7,Frank Karsten,,,4,3,,,
Panic - High‐Strung Imp,3,B,7,Frank Karsten,,,4,3,,,
Gizmoduck - Suited Up,3,B,7,Frank Karsten,,,4,3,,,
Moana - Island Explorer,3,B,7,Frank Karsten,,,4,3,,,
Jebidiah Farnsworth - Expedition Cook,3,B,7,Frank Karsten,,,4,3,,,
Shere Khan - Infamous Tiger,3,B,7,Frank Karsten,,,2,3,,,
Bolt - Superdog,3,B,7,Frank Karsten,,,4,3,,,
Lady Kluck - Protective Confidant,3,B,7,Frank Karsten,,,4,3,,,
Sven - Keen‐Eyed Reindeer,3,B,7,Frank Karsten,,,4,3,,,
Isabela Madrigal - In the Moment,3,B,7,Frank Karsten,,,2,3,,,
Jasmine - Inspired Researcher,3,B,7,Frank Karsten,,,2,3,,,
Mittens - Sassy Street Cat,3,B,7,Frank Karsten,,,2,3,,,
Te Kā - Lava Monster,3,B,7,Frank Karsten,,,4,3,,,
Wreck-It Ralph - Hero's Duty,3,B,7,Frank Karsten,,,4,3,,,
Baymax - Giant Robot,3,B,7,Frank Karsten,,,2,3,,,
Basil - Secret Informer,3,B,7,Frank Karsten,,,4,3,,,
Yzma - Above It All,3,B,7,Frank Karsten,,,4,3,,,
Goofy - Extreme Athlete,3,B,7,Frank Karsten,,,4,3,,,
Card Soldiers - Royal Troops,2,B-,7,Frank Karsten,,,3,2,,,
HeiHei - Rambling Rooster,2,B-,7,Frank Karsten,,,3,2,,,
Diablo - Spiteful Raven,2,B-,7,Frank Karsten,,,3,2,,,
Baymax - Low Battery,2,B-,7,Frank Karsten,,,3,2,,,
Robin Hood - Eye for Detail,2,B-,7,Frank Karsten,,,3,2,,,
Gaetan Moliere - The Mole,2,B-,7,Frank Karsten,,,3,2,,,
Mother Gothel - Vain Sorceress,2,B-,7,Frank Karsten,,,3,2,,,
The Queen - Jealous Beauty,2,B-,7,Frank Karsten,,,3,2,,,
Kuzco - Panicked Llama,2,B-,7,Frank Karsten,,,1,2,,,
Beagle Boys - Small‐Time Crooks,2,B-,7,Frank Karsten,,,3,2,,,
Dr. Calico - Green‐Eyed Man,2,B-,7,Frank Karsten,,,3,2,,,
Anna - Ice Breaker,2,B-,7,Frank Karsten,,,3,2,,,
Stabbington Brother - Without a Patch,2,B-,7,Frank Karsten,,,1,2,,,
Kida - Creative Thinker,2,B-,7,Frank Karsten,,,3,2,,,
Kuzco - Temporary Whale,2,B-,7,Frank Karsten,,,1,2,,,
King Stefan - New Father,2,B-,7,Frank Karsten,,,3,2,,,
Cheshire Cat - Perplexing Feline,2,B-,7,Frank Karsten,,,3,2,,,
Tick‐Tock - Relentless Crocodile,2,B-,7,Frank Karsten,,,3,2,,,
Tweedle Dee & Tweedle Dum - Strange Storytellers,2,B-,7,Frank Karsten,,,3,2,,,
Edgar Balthazar - Ambitious Butler,2,B-,7,Frank Karsten,,,3,2,,,
Calhoun - Courageous Rescuer,2,B-,7,Frank Karsten,,,3,2,,,
Pongo - Dear Old Dad,2,B-,7,Frank Karsten,,,1,2,,,
Tramp - Street‐Smart Dog,2,B-,7,Frank Karsten,,,3,2,,,
Hiro Hamada - Armor Designer,2,B-,7,Frank Karsten,,,3,2,,,
Donald Duck - Flustered Sorcerer,2,B-,7,Frank Karsten,,,1,2,,,
John Silver - Vengeful Pirate,2,B-,7,Frank Karsten,,,3,2,,,
Restoring the Heart,2,B-,7,Frank Karsten,,,3,2,,,
Restoring the Crown,2,B-,7,Frank Karsten,,,1,2,,,
Pain - Impudent Imp,1,C+,7,Frank Karsten,,,2,1,,,
Toulouse - Artistic Kitten,1,C+,7,Frank Karsten,,,2,1,,,
Toby - Dogged Companion,1,C+,7,Frank Karsten,,,1,1,,,
Yzma - Transformed Kitten,1,C+,7,Frank Karsten,,,2,1,,,
Tramp - Enterprising Dog,1,C+,7,Frank Karsten,,,2,1,,,
Mickey Mouse - Inspirational Warrior,1,C+,7,Frank Karsten,,,1,1,,,
Trusty - Loyal Bloodhound,1,C+,7,Frank Karsten,,,2,1,,,
Penny - Bolt's Person,1,C+,7,Frank Karsten,,,2,1,,,
Elsa - Trusted Sister,1,C+,7,Frank Karsten,,,2,1,,,
Queen of Hearts - Losing Her Temper,1,C+,7,Frank Karsten,,,2,1,,,
Cy‐Bug - Invasive Enemy,1,C+,7,Frank Karsten,,,2,1,,,
The Phantom Blot - Shadowy Figure,1,C+,7,Frank Karsten,,,1,1,,,
Mattias - Arendelle General,1,C+,7,Frank Karsten,,,2,1,,,
Marie - Favored Kitten,1,C+,7,Frank Karsten,,,2,1,,,
Denahi - Impatient Hunter,1,C+,7,Frank Karsten,,,2,1,,,
Mirabel Madrigal - Hopeful Dreamer,1,C+,7,Frank Karsten,,,2,1,,,
Calhoun - Battle-Tested,1,C+,7,Frank Karsten,,,2,1,,,
Koda - Smallish Bear,1,C+,7,Frank Karsten,,,2,1,,,
Peg - Natural Performer,1,C+,7,Frank Karsten,,,2,1,,,
Raya - Guidance Seeker,1,C+,7,Frank Karsten,,,2,1,,,
Pepper - Quick‐Thinking Puppy,1,C+,7,Frank Karsten,,,2,1,,,
Treasure Guardian - Foreboding Sentry,1,C+,7,Frank Karsten,,,2,1,,,
Kenai - Protective Brother,1,C+,7,Frank Karsten,,,2,1,,,
King of Hearts - Picky Ruler,1,C+,7,Frank Karsten,,,1,1,,,
Clarabelle - News Reporter,1,C+,7,Frank Karsten,,,2,1,,,
Scrooge McDuck - Resourceful Miser,1,C+,7,Frank Karsten,,,2,1,,,
Aladdin - Research Assistant,1,C+,7,Frank Karsten,,,1,1,,,
Bolt - Dependable Friend,1,C+,7,Frank Karsten,,,2,1,,,
Maid Marian - Badminton Ace,1,C+,7,Frank Karsten,,,2,1,,,
Chernabog - Creature of the Night,1,C+,7,Frank Karsten,,,1,1,,,
Baymax - Upgraded Robot,1,C+,7,Frank Karsten,,,2,1,,,
"Fix‐It Felix, Jr. - Pint‐Sized Hero",1,C+,7,Frank Karsten,,,2,1,,,
Stabbington Brother - With a Patch,1,C+,7,Frank Karsten,,,2,1,,,
Tamatoa - Happy as a Clam,1,C+,7,Frank Karsten,,,2,1,,,
Mirabel Madrigal - Musically Talented,1,C+,7,Frank Karsten,,,2,1,,,
Elsa - Ice Maker,1,C+,7,Frank Karsten,,,1,1,,,
So Much to Give,1,C+,7,Frank Karsten,,,2,1,,,
Training Staff,1,C+,7,Frank Karsten,,,2,1,,,
Sapphire Coil,1,C+,7,Frank Karsten,,,2,1,,,
Ruby Coil,1,C+,7,Frank Karsten,,,2,1,,,
Double Trouble,1,C+,7,Frank Karsten,,,2,1,,,
Out of Order,1,C,7,Frank Karsten,,,1,1,,,
Candlehead - Dedicated Racer,1,C,7,Frank Karsten,,,1,1,,,
Freckles - Good Boy,1,C,7,Frank Karsten,,,1,1,,,
Akela - Wolf Pack Elder,1,C,7,Frank Karsten,,,1,1,,,
Duchess - Elegant Feline,1,C,7,Frank Karsten,,,1,1,,,
Sir Kay - Unruly Knight,1,C,7,Frank Karsten,,,1,1,,,
Helga Sinclair - Tough as Nails,1,C,7,Frank Karsten,,,1,1,,,
Grandmother Fa - Spirited Elder,1,C,7,Frank Karsten,,,1,1,,,
Milo Thatch - Undaunted Scholar,1,C,7,Frank Karsten,,,1,1,,,
Yzma - Exasperated Schemer,1,C,7,Frank Karsten,,,1,1,,,
Li Shang - Newly Promoted,1,C,7,Frank Karsten,,,1,1,,,
Kashekim - Ancient Ruler,1,C,7,Frank Karsten,,,1,1,,,
Fa Zhou - War Hero,1,C,7,Frank Karsten,,,1,1,,,
Orville - Albatross Air,1,C,7,Frank Karsten,,,1,1,,,
Berlioz - Mischievous Kitten,1,C,7,Frank Karsten,,,1,1,,,
Pacha - Trekmate,1,C,7,Frank Karsten,,,1,1,,,
Mufasa - Respected King,1,C,7,Frank Karsten,,,1,1,,,
Tanana - Tribal Elder,1,C,7,Frank Karsten,,,1,1,,,
Drizella - Spoiled Stepsister,1,C,7,Frank Karsten,,,1,1,,,
Suzy - Master Seamstress,1,C,7,Frank Karsten,,,1,1,,,
The Matchmaker - Unforgiving Expert,1,C,7,Frank Karsten,,,1,1,,,
Jafar - Newly Crowned,1,C,7,Frank Karsten,,,1,1,,,
Kronk - Laid Back,1,C,7,Frank Karsten,,,1,1,,,
Queen of Hearts - Unpredictable Bully,1,C,7,Frank Karsten,,,1,1,,,
Beast - Frustrated Designer,1,C,7,Frank Karsten,,,1,1,,,
Pete - Pirate Scoundrel,1,C-,7,Frank Karsten,,,1,1,,,
Monsieur D'Arque - Despicable Proprietor,1,C-,7,Frank Karsten,,,1,1,,,
Roger Radcliffe - Dog Lover,1,C-,7,Frank Karsten,,,1,1,,,
Penny the Orphan - Clever Child,1,C-,7,Frank Karsten,,,1,1,,,
Grewnge - Cannon Expert,1,C-,7,Frank Karsten,,,1,1,,,
Honeymaren - Northuldra Guide,1,C-,7,Frank Karsten,,,1,1,,,
Honey Lemon - Chemistry Whiz,1,C-,7,Frank Karsten,,,1,1,,,
Bolt - Headstrong Dog,1,C-,7,Frank Karsten,,,1,1,,,
The Troubadour - Musical Narrator,1,C-,7,Frank Karsten,,,1,1,,,
Archimedes - Exceptional Owl,1,C-,7,Frank Karsten,,,1,1,,,
Cogsworth - Climbing Clock,1,C-,7,Frank Karsten,,,1,1,,,
Hiro Hamada - Future Champion,1,C-,7,Frank Karsten,,,1,1,,,
Belle - Apprentice Inventor,1,C-,7,Frank Karsten,,,1,1,,,
Thomas O'Malley - Feline Charmer,1,C-,7,Frank Karsten,,,1,1,,,
Aurora - Waking Beauty,1,C-,7,Frank Karsten,,,1,1,,,
Moana - Adventurer of Land and Sea,1,C-,7,Frank Karsten,,,1,1,,,
Cinderella - The Right One,1,C-,7,Frank Karsten,,,1,1,,,
Pepa Madrigal - Sensitive Sister,1,C-,7,Frank Karsten,,,1,1,,,
Madame Medusa - Diamond Lover,1,C-,7,Frank Karsten,,,1,1,,,
Maurice - Unconventional Inventor,1,C-,7,Frank Karsten,,,1,1,,,
Perdita - Playful Mother,1,C-,7,Frank Karsten,,,1,1,,,
Ratigan - Nefarious Criminal,1,C-,7,Frank Karsten,,,1,1,,,
Kakamora - Band of Pirates,1,C-,7,Frank Karsten,,,1,1,,,
HeiHei - Expanded Consciousness,1,C-,7,Frank Karsten,,,1,1,,,
Lady Tremaine - Bitterly Jealous,1,C-,7,Frank Karsten,,,0,1,,,
Baloo - Ol' Iron Paws,1,C-,7,Frank Karsten,,,0,1,,,
He's a Tramp,1,C-,7,Frank Karsten,,,1,1,,,
This Is My Family,1,C-,7,Frank Karsten,,,0,1,,,
Magical Maneuvers,1,C-,7,Frank Karsten,,,1,1,,,
All Is Found,1,C-,7,Frank Karsten,,,1,1,,,
Restoring Atlantis,1,C-,7,Frank Karsten,,,0,1,,,
Amber Coil,1,C-,7,Frank Karsten,,,1,1,,,
Amethyst Coil,1,C-,7,Frank Karsten,,,0,1,,,
Dawson - Puzzling Sleuth,0,D,7,Frank Karsten,,,0,0,,,
Dolores Madrigal - Within Earshot,0,D,7,Frank Karsten,,,0,0,,,
Merlin - Clever Clairvoyant,0,D,7,Frank Karsten,,,0,0,,,
Minnie Mouse - Storyteller,0,D,7,Frank Karsten,,,0,0,,,
Donald Duck - Lively Pirate,0,D,7,Frank Karsten,,,0,0,,,
The Prince - Vigilant Suitor,0,D,7,Frank Karsten,,,0,0,,,
Razoul - Menacing Guard,0,D,7,Frank Karsten,,,0,0,,,
Yokai - Intellectual Schemer,0,D,7,Frank Karsten,,,0,0,,,
Mr. Smee - Efficient Captain,0,D,7,Frank Karsten,,,0,0,,,
Lucky - Runt of the Litter,0,D,7,Frank Karsten,,,0,0,,,
King Candy - Royal Racer,0,D,7,Frank Karsten,,,0,0,,,
Gantu - Experienced Enforcer,0,D,7,Frank Karsten,,,0,0,,,
Daisy Duck - Multitalented Pirate,0,D,7,Frank Karsten,,,0,0,,,
Lyle Tiberius Rourke - Crystallized Mercenary,0,D,7,Frank Karsten,,,0,0,,,
Belle - Mechanic Extraordinaire,0,D,7,Frank Karsten,,,0,0,,,
Te Kā - Elemental Terror,0,D,7,Frank Karsten,,,0,0,,,
"Wake Up, Alice!",0,D,7,Frank Karsten,,,0,0,,,
We've Got Company!,0,D,7,Frank Karsten,,,0,0,,,
The Return of Hercules,0,D,7,Frank Karsten,,,0,0,,,
The Family Madrigal,0,D,7,Frank Karsten,,,0,0,,,
Kanine Krunchies,0,D,7,Frank Karsten,,,0,0,,,
Unconventional Tool,0,D,7,Frank Karsten,,,0,0,,,
Emerald Coil,0,D,7,Frank Karsten,,,0,0,,,
Spaghetti Dinner,0,D,7,Frank Karsten,,,0,0,,,
Devil's Eye Diamond,0,D,7,Frank Karsten,,,0,0,,,
Maurice's Machine,0,D,7,Frank Karsten,,,0,0,,,
Baymax's Charging Station,0,D,7,Frank Karsten,,,0,0,,,
Ink Geyser,0,F,7,Frank Karsten,,,0,0,,,
Steel Coil,0,F,7,Frank Karsten,,,0,0,,,
Lady - Elegant Spaniel,0,F,7,Frank Karsten,,,0,0,,,
Tuk Tuk - Disarmingly Cute,0,F,7,Frank Karsten,,,0,0,,,
The Glass Slipper,0,F,7,Frank Karsten,,,0,0,,,
Show Me More!,0,F,7,Frank Karsten,,,0,0,,,
Water Has Memory,0,F,7,Frank Karsten,,,0,0,,,
Triton's Daughters - Discordant Chorus,5,A,Q1,CityNoise,,,5,5,,,
Prince Eric - Grim Groom,5,A,Q1,CityNoise,,,5,5,,,
Bruno Madrigal - Unspeakable Seer,5,A,Q1,CityNoise,,,5,5,,,
Gaston - Egotistical Bully,5,A,Q1,CityNoise,,,5,5,,,
Mad Hatter - Sinister Host,5,A,Q1,CityNoise,,,5,5,,,
Jetsam - Wicked Whisperer,5,A,Q1,CityNoise,,,5,5,,,
Magica De Spell - Shadowy Sorceress,5,A,Q1,CityNoise,,,5,5,,,
Flotsam - Wicked Defender,5,A,Q1,CityNoise,,,5,5,,,
Tamatoa - Grabby Crab,5,A,Q1,CityNoise,,,5,5,,,
Shark - Toothy Terror,5,A,Q1,CityNoise,,,5,5,,,
Anna - Ensnared Sister,5,A,Q1,CityNoise,,,5,5,,,
Minnie Mouse - Wild-Eyed Diver,5,A,Q1,CityNoise,,,5,5,,,
Lash Out,5,A,Q1,CityNoise,,,5,5,,,
Lightning Storm,2,B-,Q1,CityNoise,,,3,2,,,
Choppy Waters,3,B,Q1,CityNoise,,,4,3,,,
Entangling Magic,5,A,Q1,CityNoise,,,5,5,,,
Tentacle Swipe,5,A,Q1,CityNoise,,,5,5,,,
Capsize,5,A,Q1,CityNoise,,,5,5,,,
Whirlpool,5,A,Q1,CityNoise,,,5,5,,,
Crushing Wave,5,A,Q1,CityNoise,,,5,5,,,
Typhoon,5,A,Q1,CityNoise,,,5,5,,,
Riptide,5,A,Q1,CityNoise,,,5,5,,,
Ursula's Stolen Trident,5,A,Q1,CityNoise,,,5,5,,,
Ursula's Contract,5,A,Q1,CityNoise,,,5,5,,,
The Hexwell Crown,5,A,Q1,CityNoise,,,5,5,,,
Tsunami,5,A,Q1,CityNoise,,,5,5,,,
Hercules - Manipulated Hero,4,B+,Q1,CityNoise,,,5,4,,,
Rhino - Power Hamster,5,A,8,Frank Karsten,,,5,5,,,
Rapunzel - High Climber,5,A,8,Frank Karsten,,,5,5,,,
Mushu - Your Worst Nightmare,5,A,8,Frank Karsten,,,5,5,,,
Raya - Infiltration Expert,5,A,8,Frank Karsten,,,5,5,,,
Maui - Stubborn Trickster,5,A,8,Frank Karsten,,,5,5,,,
Tramp - Dapper Rascal,5,A,8,Frank Karsten,,,5,5,,,
Blue Fairy - Guiding Light,4,B+,8,Frank Karsten,,,5,4,,,
Gyro Gearloose - Eccentric Inventor,4,B+,8,Frank Karsten,,,5,4,,,
Lena Sabrewing - Pure Energy,4,B+,8,Frank Karsten,,,5,4,,,
Pinocchio - Strings Attached,4,B+,8,Frank Karsten,,,5,4,,,
Stitch - Alien Troublemaker,4,B+,8,Frank Karsten,,,5,4,,,
Go Go Tomago - Cutting Edge,4,B+,8,Frank Karsten,,,3,4,,,
Minnie Mouse - Daring Defender,4,B+,8,Frank Karsten,,,5,4,,,
Monterey Jack - Defiant Protector,4,B+,8,Frank Karsten,,,5,4,,,
Magica De Spell - Shadow Form,4,B+,8,Frank Karsten,,,3,4,,,
Namaari - Single‐Minded Rival,4,B+,8,Frank Karsten,,,5,4,,,
Calhoun - Hard‐Nosed Leader,4,B+,8,Frank Karsten,,,5,4,,,
Camilo Madrigal - Center Stage,4,B+,8,Frank Karsten,,,5,4,,,
Into the Unknown,4,B+,8,Frank Karsten,,,5,4,,,
Vanellope von Schweetz - Spunky Speedster,3,B,8,Frank Karsten,,,4,3,,,
Tipo - Junior Chipmunk,3,B,8,Frank Karsten,,,4,3,,,
Huey - Reliable Leader,3,B,8,Frank Karsten,,,2,3,,,
Louis - Endearing Alligator,3,B,8,Frank Karsten,,,4,3,,,
Snoops - Betrayed Partner,3,B,8,Frank Karsten,,,2,3,,,
Genie - Satisfied Dragon,3,B,8,Frank Karsten,,,4,3,,,
Yelana - Northuldra Leader,3,B,8,Frank Karsten,,,4,3,,,
Pua - Protective Pig,3,B,8,Frank Karsten,,,4,3,,,
Faline - Playful Fawn,3,B,8,Frank Karsten,,,2,3,,,
Kaa - Hypnotizing Python,3,B,8,Frank Karsten,,,2,3,,,
March Hare - Hare‐Brained Eccentric,3,B,8,Frank Karsten,,,4,3,,,
Ryder - Fleet‐Footed Infiltrator,3,B,8,Frank Karsten,,,4,3,,,
Chip - Quick Thinker,3,B,8,Frank Karsten,,,4,3,,,
Goofy - Groundbreaking Chef,3,B,8,Frank Karsten,,,4,3,,,
Captain Hook - The Pirate King,3,B,8,Frank Karsten,,,4,3,,,
Lilo - Causing an Uproar,3,B,8,Frank Karsten,,,4,3,,,
The Sultan - Royal Apparition,3,B,8,Frank Karsten,,,2,3,,,
Lumiere - Fired Up,3,B,8,Frank Karsten,,,4,3,,,
Wasabi - Always Prepared,3,B,8,Frank Karsten,,,4,3,,,
Darling Dear - Beloved Wife,3,B,8,Frank Karsten,,,4,3,,,
Arianna - Queen of Corona,3,B,8,Frank Karsten,,,4,3,,,
Aladdin - Vigilant Guard,3,B,8,Frank Karsten,,,4,3,,,
